household_ID,district,subvillage,village,ward,strategy,campaign_type,dog_total,cp_travel_time_there,cp_duration
HS0248,Tarime,Nyamerama,Masanga,Gorong a,1,continuous,1,NA,NA
HS0249,Tarime,Nyamerama,Masanga,Gorong a,1,continuous,1,30,30
HS0250,Tarime,Nyamerama,Masanga,Gorong a,1,continuous,1,20,30
HS0251,Tarime,Kemangari,Masanga,Gorong a,1,continuous,1,10,30
HS0252,Tarime,Kemangari,Masanga,Gorong a,1,continuous,2,15,60
HS0253,Tarime,Kemangari,Masanga,Gorong a,1,continuous,3,20,60
HS0254,Tarime,Kemangari,Masanga,Gorong a,1,continuous,1,NA,NA
HS0255,Tarime,Kemangari,Masanga,Gorong a,1,continuous,2,20,30
HS0256,Tarime,Kemangari,Masanga,Gorong a,1,continuous,2,30,60
HS0257,Tarime,Kemangari,Masanga,Gorong a,1,continuous,2,30,60
HS0258,Tarime,Kemangari,Masanga,Gorong a,1,continuous,2,20,40
HS0259,Tarime,Kemangari,Masanga,Gorong a,1,continuous,2,30,30
HS0260,Tarime,Kemangari,Masanga,Gorong a,1,continuous,1,NA,NA
HS0261,Tarime,Tigite,Masanga,Gorong a,1,continuous,4,15,60
HS0262,Tarime,Tigite,Masanga,Gorong a,1,continuous,3,10,30
HS0263,Tarime,Tigite,Masanga,Gorong a,1,continuous,2,10,120
HS0264,Tarime,Tigite,Masanga,Gorong a,1,continuous,2,20,40
HS0265,Tarime,Tigite,Masanga,Gorong a,1,continuous,2,15,45
HS0265,Tarime,Tigite,Masanga,Gorong a,1,continuous,2,15,45
HS0266,Tarime,Tigite,Masanga,Gorong a,1,continuous,1,30,60
HS0266,Tarime,Tigite,Masanga,Gorong a,1,continuous,1,30,60
HS0267,Tarime,Tigite,Masanga,Gorong a,1,continuous,2,30,60
HS0268,Tarime,Tigite,Masanga,Gorong a,1,continuous,1,40,60
HS0269,Tarime,Tigite,Masanga,Gorong a,1,continuous,2,15,15
HS0270,Tarime,Tigite,Masanga,Gorong a,1,continuous,3,10,30
HS0779,Rorya,Nyakibori B,Nyahera,Tai,1,continuous,3,15,30
HS0780,Rorya,Nyakibori B,Nyahera,Tai,1,continuous,2,30,30
HS0271,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,3,20,30
HS0781,Rorya,Nyakibori B,Nyahera,Tai,1,continuous,3,30,180
HS0272,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,2,20,30
HS0273,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,2,NA,NA
HS0274,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,1,20,30
HS0782,Rorya,Nyakibori B,Nyahera,Tai,1,continuous,2,30,30
HS0275,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,1,20,45
HS0783,Rorya,Nyakibori B,Nyahera,Tai,1,continuous,1,45,30
HS0276,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,1,30,60
HS0277,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,4,30,30
HS0784,Rorya,Nyakibori B,Nyahera,Tai,1,continuous,2,50,60
HS0785,Rorya,Nyakibori B,Nyahera,Tai,1,continuous,1,50,120
HS0278,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,2,45,45
HS0278,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,2,45,45
HS0279,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,6,45,60
HS0786,Rorya,Nyakibori B,Nyahera,Tai,1,continuous,1,45,60
HS0787,Rorya,Nyakibori B,Nyahera,Tai,1,continuous,2,50,60
HS0280,Tarime,Nyamagongwe,Kenyamosabi,Gorong a,1,continuous,4,10,30
HS0281,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,1,25,60
HS0787,Rorya,Nyakibori B,Nyahera,Tai,1,continuous,1,65,60
HS0282,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,2,60,30
HS0283,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,4,30,15
HS0284,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,2,30,30
HS0770,Rorya,Oboke,Nyamagongo,Tai,1,continuous,3,30,60
HS0285,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,2,10,30
HS0286,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,3,20,30
HS0286,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,3,20,30
HS0287,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,1,NA,NA
HS0287,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,1,NA,NA
HS0288,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,1,30,60
HS0289,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,1,20,120
HS0290,Tarime,Ngonche,Kenyamosabi,Gorong a,1,continuous,1,20,60
HS0769,Rorya,Oboke,Nyamagongo,Tai,1,continuous,1,45,60
HS0291,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,1,20,120
HS0772,Rorya,Oboke,Nyamagongo,Tai,1,continuous,1,47,65
HS0773,Rorya,Oboke,Nyamagongo,Tai,1,continuous,4,50,42
HS0292,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,1,NA,NA
HS0774,Rorya,Oboke,Nyamagongo,Tai,1,continuous,4,60,55
HS0293,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,2,10,60
HS0775,Rorya,Oboke,Nyamagongo,Tai,1,continuous,1,65,50
HS0294,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,1,10,15
HS0294,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,1,10,15
HS0295,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,2,20,60
HS0776,Rorya,Oboke,Nyamagongo,Tai,1,continuous,1,70,48
HS0296,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,2,20,60
HS0777,Rorya,Oboke,Nyamagongo,Tai,1,continuous,1,55,45
HS0778,Rorya,Oboke,Nyamagongo,Tai,1,continuous,2,50,60
HS0297,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,2,15,30
HS0298,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,2,10,45
HS0771,Rorya,Oboke,Nyamagongo,Tai,1,continuous,1,45,60
HS0299,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,1,NA,NA
HS0751,Rorya,Nyamsarwa,Nyamagongo,Tai,1,continuous,3,NA,NA
HS0300,Tarime,Kenyamosabi Senta,Kenyamosabi,Gorong a,1,continuous,1,NA,NA
HS0752,Rorya,Nyamsarwa,Nyamagongo,Tai,1,continuous,2,30,240
HS0753,Rorya,Nyamsarwa,Nyamagongo,Tai,1,continuous,1,NA,NA
HS0754,Rorya,Nyamsarwa,Nyamagongo,Tai,1,continuous,1,30,300
HS0755,Rorya,Nyamsarwa,Nyamagongo,Tai,1,continuous,2,NA,NA
HS0756,Rorya,Nyamsarwa,Nyamagongo,Tai,1,continuous,3,40,60
HS0757,Rorya,Nyamsarwa,Nyamagongo,Tai,1,continuous,1,45,45
HS0758,Rorya,Nyamsarwa,Nyamagongo,Tai,1,continuous,1,NA,NA
HS0750,Rorya,Nyamsarwa,Nyamagongo,Tai,1,continuous,2,60,120
HS0749,Rorya,Nyamsarwa,Nyamagongo,Tai,1,continuous,1,NA,NA
HS0762,Rorya,Makao,Nyamagongo,Tai,1,continuous,1,NA,NA
HS0759,Rorya,Makao,Nyamagongo,Tai,1,continuous,2,NA,NA
HS0767,Rorya,Makao,Nyamagongo,Tai,1,continuous,2,15,60
HS0763,Rorya,Makao,Nyamagongo,Tai,1,continuous,1,30,40
HS0765,Rorya,Makao,Nyamagongo,Tai,1,continuous,1,NA,NA
HS0761,Rorya,Makao,Nyamagongo,Tai,1,continuous,2,15,90
HS0760,Rorya,Makao,Nyamagongo,Tai,1,continuous,1,10,10
HS0766,Rorya,Makao,Nyamagongo,Tai,1,continuous,4,5,15
HS0764,Rorya,Makao,Nyamagongo,Tai,1,continuous,3,NA,NA
HS0768,Rorya,Makao,Nyamagongo,Tai,1,continuous,1,NA,NA
HS0301,Butiama,Serengeti,Kyankoma,Nyamimange,3,continuous,1,NA,NA
HS0302,Butiama,Serengeti,Kyankoma,Nyamimange,3,continuous,1,NA,NA
HS0303,Butiama,Serengeti,Kyankoma,Nyamimange,3,continuous,1,30,60
HS0304,Butiama,Serengeti,Kyankoma,Nyamimange,3,continuous,2,30,60
HS0305,Butiama,Serengeti,Kyankoma,Nyamimange,3,continuous,2,NA,NA
HS0306,Butiama,Serengeti,Kyankoma,Nyamimange,3,continuous,6,NA,NA
HS0307,Butiama,Serengeti,Kyankoma,Nyamimange,3,continuous,3,NA,NA
HS0308,Butiama,Serengeti,Kyankoma,Nyamimange,3,continuous,1,NA,NA
HS0309,Butiama,Serengeti,Kyankoma,Nyamimange,3,continuous,1,20,60
HS0310,Butiama,Serengeti,Kyankoma,Nyamimange,3,continuous,1,30,15
HS0311,Butiama,Kabwasi,Kyankoma,Nyamimange,3,continuous,2,20,30
HS0312,Butiama,Kabwasi,Kyankoma,Nyamimange,3,continuous,2,15,30
HS0313,Butiama,Kabwasi,Kyankoma,Nyamimange,3,continuous,2,10,45
HS0314,Butiama,Kabwasi,Kyankoma,Nyamimange,3,continuous,6,15,30
HS0655,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,NA,NA
HS0315,Butiama,Kabwasi,Kyankoma,Nyamimange,3,continuous,2,NA,NA
HS0316,Butiama,Kabwasi,Kyankoma,Nyamimange,3,continuous,1,15,30
HS0654,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,NA,NA
HS0317,Butiama,Kabwasi,Kyankoma,Nyamimange,3,continuous,4,15,30
HS0653,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,NA,NA
HS0318,Butiama,Kabwasi,Kyankoma,Nyamimange,3,continuous,1,NA,NA
HS0652,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,20,10
HS0319,Butiama,Kabwasi,Kyankoma,Nyamimange,3,continuous,3,NA,NA
HS0320,Butiama,Kabwasi,Kyankoma,Nyamimange,3,continuous,3,10,30
HS0321,Butiama,Sania,Kyankoma,Nyamimange,3,continuous,2,45,60
HS0651,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,15,5
HS0650,Rorya,Kati,Kyamwame,Komuge,0,pulse,5,NA,NA
HS0649,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,15,5
HS0322,Butiama,Sania,Kyankoma,Nyamimange,3,continuous,2,45,120
HS0323,Butiama,Sania,Kyankoma,Nyamimange,3,continuous,2,60,60
HS0648,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,15,5
HS0324,Butiama,Sania,Kyankoma,Nyamimange,3,continuous,4,NA,NA
HS0325,Butiama,Sania,Kyankoma,Nyamimange,3,continuous,3,NA,NA
HS0647,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,NA,NA
HS0646,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,NA,NA
HS0326,Butiama,Sania,Kyankoma,Nyamimange,3,continuous,2,NA,NA
HS0327,Butiama,Sania,Kyankoma,Nyamimange,3,continuous,3,NA,NA
HS0328,Butiama,Sania,Kyankoma,Nyamimange,3,continuous,3,NA,NA
HS0645,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,NA,NA
HS0644,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,NA,NA
HS0329,Butiama,Sania,Kyankoma,Nyamimange,3,continuous,1,NA,NA
HS0330,Butiama,Sania,Kyankoma,Nyamimange,3,continuous,1,NA,NA
HS0643,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,60,5
HS0642,Rorya,Kati,Kyamwame,Komuge,0,pulse,1,NA,NA
HS0641,Rorya,Kyabuganga,Kyamwame,Komuge,0,pulse,1,5,15
HS0640,Rorya,Kyabuganga,Kyamwame,Komuge,0,pulse,2,5,3
HS0639,Rorya,Kyabuganga,Kyamwame,Komuge,0,pulse,1,10,15
HS0638,Rorya,Kyabuganga,Kyamwame,Komuge,0,pulse,1,NA,NA
HS0637,Rorya,Kyabuganga,Kyamwame,Komuge,0,pulse,2,NA,NA
HS0636,Rorya,Kyabuganga,Kyamwame,Komuge,0,pulse,1,NA,NA
HS0635,Rorya,Kyabuganga,Kyamwame,Komuge,0,pulse,2,NA,NA
HS0634,Rorya,Kyabuganga,Kyamwame,Komuge,0,pulse,2,NA,NA
HS0633,Rorya,Kyabuganga,Kyamwame,Komuge,0,pulse,2,60,15
HS0632,Rorya,Kyabuganga,Kyamwame,Komuge,0,pulse,2,NA,NA
HS0729,Rorya,Masonga,Masonga,Tai,1,continuous,5,NA,NA
HS0730,Rorya,Masonga,Masonga,Tai,1,continuous,2,NA,NA
HS0731,Rorya,Masonga,Masonga,Tai,1,continuous,2,10,120
HS0732,Rorya,Masonga,Masonga,Tai,1,continuous,5,NA,NA
HS0733,Rorya,Masonga,Masonga,Tai,1,continuous,2,10,120
HS0734,Rorya,Masonga,Masonga,Tai,1,continuous,1,NA,NA
HS0735,Rorya,Masonga,Masonga,Tai,1,continuous,1,NA,NA
HS0736,Rorya,Masonga,Masonga,Tai,1,continuous,5,NA,NA
HS0737,Rorya,Masonga,Masonga,Tai,1,continuous,4,NA,NA
HS0738,Rorya,Masonga,Masonga,Tai,1,continuous,2,NA,NA
HS0739,Rorya,Tai,Masonga,Tai,1,continuous,2,10,60
HS0740,Rorya,Tai,Masonga,Tai,1,continuous,2,12,75
HS0741,Rorya,Tai,Masonga,Tai,1,continuous,2,10,60
HS0742,Rorya,Tai,Masonga,Tai,1,continuous,1,10,20
HS0743,Rorya,Tai,Masonga,Tai,1,continuous,1,NA,NA
HS0744,Rorya,Tai,Masonga,Tai,1,continuous,1,NA,NA
HS0745,Rorya,Tai,Masonga,Tai,1,continuous,2,15,10
HS0746,Rorya,Tai,Masonga,Tai,1,continuous,1,NA,NA
HS0747,Rorya,Tai,Masonga,Tai,1,continuous,2,20,60
HS0748,Rorya,Tai,Masonga,Tai,1,continuous,3,NA,NA
HS0720,Rorya,Kyambogo,Masonga,Tai,1,continuous,1,5,10
HS0721,Rorya,Kyambogo,Masonga,Tai,1,continuous,1,10,15
HS0722,Rorya,Kyambogo,Masonga,Tai,1,continuous,1,15,10
HS0723,Rorya,Kyambogo,Masonga,Tai,1,continuous,3,30,45
HS0724,Rorya,Kyambogo,Masonga,Tai,1,continuous,1,12,15
HS0725,Rorya,Kyambogo,Masonga,Tai,1,continuous,1,15,60
HS0726,Rorya,Kyambogo,Masonga,Tai,1,continuous,1,NA,NA
HS0727,Rorya,Kyambogo,Masonga,Tai,1,continuous,2,15,40
HS0728,Rorya,Kyambogo,Masonga,Tai,1,continuous,3,NA,NA
HS0719,Rorya,Kyambogo,Masonga,Tai,1,continuous,1,1,2
HS0331,Butiama,Ikongo la Kisyeri,Kwisaro,Nyamimange,3,continuous,4,NA,NA
HS0332,Butiama,Ikongo la Kisyeri,Kwisaro,Nyamimange,3,continuous,4,20,120
HS0333,Butiama,Ikongo la Kisyeri,Kwisaro,Nyamimange,3,continuous,4,30,60
HS0334,Butiama,Ikongo la Kisyeri,Kwisaro,Nyamimange,3,continuous,3,20,60
HS0335,Butiama,Ikongo la Kisyeri,Kwisaro,Nyamimange,3,continuous,3,30,60
HS0336,Butiama,Ikongo la Kisyeri,Kwisaro,Nyamimange,3,continuous,9,30,60
HS0337,Butiama,Ikongo la Kisyeri,Kwisaro,Nyamimange,3,continuous,4,30,30
HS0338,Butiama,Ikongo la Kisyeri,Kwisaro,Nyamimange,3,continuous,6,30,120
HS0339,Butiama,Ikongo la Kisyeri,Kwisaro,Nyamimange,3,continuous,3,15,60
HS0340,Butiama,Ikongo la Kisyeri,Kwisaro,Nyamimange,3,continuous,1,NA,NA
HS0341,Butiama,Kwisaro,Kwisaro,Nyamimange,3,continuous,4,30,60
HS0342,Butiama,Kwisaro,Kwisaro,Nyamimange,3,continuous,2,NA,NA
HS0343,Butiama,Kwisaro,Kwisaro,Nyamimange,3,continuous,6,20,40
HS0344,Butiama,Kwisaro,Kwisaro,Nyamimange,3,continuous,4,NA,NA
HS0345,Butiama,Kwisaro,Kwisaro,Nyamimange,3,continuous,1,NA,NA
HS0346,Butiama,Kwisaro,Kwisaro,Nyamimange,3,continuous,2,15,30
HS0347,Butiama,Kwisaro,Kwisaro,Nyamimange,3,continuous,4,NA,NA
HS0348,Butiama,Kwisaro,Kwisaro,Nyamimange,3,continuous,3,NA,NA
HS0349,Butiama,Kwisaro,Kwisaro,Nyamimange,3,continuous,2,10,40
HS0350,Butiama,Kwisaro,Kwisaro,Nyamimange,3,continuous,2,NA,NA
HS0351,Butiama,Kiagata Ndogo,Kwisaro,Nyamimange,3,continuous,3,15,30
HS0352,Butiama,Kiagata Ndogo,Kwisaro,Nyamimange,3,continuous,1,NA,NA
HS0353,Butiama,Kiagata Ndogo,Kwisaro,Nyamimange,3,continuous,1,15,30
HS0354,Butiama,Kiagata Ndogo,Kwisaro,Nyamimange,3,continuous,2,NA,NA
HS0355,Butiama,Kiagata Ndogo,Kwisaro,Nyamimange,3,continuous,1,NA,NA
HS0356,Butiama,Kiagata Ndogo,Kwisaro,Nyamimange,3,continuous,1,NA,NA
HS0357,Butiama,Kiagata Ndogo,Kwisaro,Nyamimange,3,continuous,4,NA,NA
HS0358,Butiama,Kiagata Ndogo,Kwisaro,Nyamimange,3,continuous,1,NA,NA
HS0359,Butiama,Kiagata Ndogo,Kwisaro,Nyamimange,3,continuous,2,NA,NA
HS0360,Butiama,Kiagata Ndogo,Kwisaro,Nyamimange,3,continuous,1,NA,NA
HS0631,Rorya,Shule,Kuruya,Komuge,0,pulse,1,20,30
HS0630,Rorya,Shule,Kuruya,Komuge,0,pulse,1,NA,NA
HS0629,Rorya,Shule,Kuruya,Komuge,0,pulse,1,NA,NA
HS0628,Rorya,Shule,Kuruya,Komuge,0,pulse,1,15,120
HS0718,Rorya,Kirengo,Shirati_Sota,Tai,1,continuous,2,60,75
HS0717,Rorya,Kirengo,Shirati_Sota,Tai,1,continuous,1,NA,NA
HS0716,Rorya,Kirengo,Shirati_Sota,Tai,1,continuous,2,60,120
HS0715,Rorya,Kirengo,Shirati_Sota,Tai,1,continuous,2,35,60
HS0714,Rorya,Kirengo,Shirati_Sota,Tai,1,continuous,3,NA,NA
HS0713,Rorya,Kirengo,Shirati_Sota,Tai,1,continuous,1,NA,NA
HS0712,Rorya,Kirengo,Shirati_Sota,Tai,1,continuous,2,NA,NA
HS0711,Rorya,Kirengo,Shirati_Sota,Tai,1,continuous,1,NA,NA
HS0710,Rorya,Kirengo,Shirati_Sota,Tai,1,continuous,2,NA,NA
HS0840,Tarime,Bwengeri,Gwitare,Nyamwaga,0,pulse,2,NA,NA
HS0709,Rorya,Kirengo,Shirati_Sota,Tai,1,continuous,2,60,240
HS0841,Tarime,Bwengeri,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0708,Rorya,Gingo,Shirati_Sota,Tai,1,continuous,2,NA,NA
HS0707,Rorya,Gingo,Shirati_Sota,Tai,1,continuous,4,10,30
HS0842,Tarime,Bwengeri,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0706,Rorya,Gingo,Shirati_Sota,Tai,1,continuous,1,NA,NA
HS0705,Rorya,Gingo,Shirati_Sota,Tai,1,continuous,2,NA,NA
HS0843,Tarime,Bwengeri,Gwitare,Nyamwaga,0,pulse,3,NA,NA
HS0704,Rorya,Gingo,Shirati_Sota,Tai,1,continuous,2,15,30
HS0703,Rorya,Gingo,Shirati_Sota,Tai,1,continuous,2,NA,NA
HS0844,Tarime,Bwengeri,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0702,Rorya,Gingo,Shirati_Sota,Tai,1,continuous,2,45,60
HS0845,Tarime,Bwengeri,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0701,Rorya,Gingo,Shirati_Sota,Tai,1,continuous,3,45,60
HS0846,Tarime,Bwengeri,Gwitare,Nyamwaga,0,pulse,2,NA,NA
HS0700,Rorya,Gingo,Shirati_Sota,Tai,1,continuous,3,60,60
HS0847,Tarime,Bwengeri,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0699,Rorya,Gingo,Shirati_Sota,Tai,1,continuous,3,NA,NA
HS0848,Tarime,Bwengeri,Gwitare,Nyamwaga,0,pulse,2,5,60
HS0849,Tarime,Nyamiobo,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0850,Tarime,Nyamiobo,Gwitare,Nyamwaga,0,pulse,2,NA,NA
HS0688,Rorya,Sidika,Shirati_Sota,Tai,1,continuous,1,45,60
HS0689,Rorya,Sidika,Shirati_Sota,Tai,1,continuous,1,45,60
HS0851,Tarime,Nyamiobo,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0852,Tarime,Nyamiobo,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0690,Rorya,Sidika,Shirati_Sota,Tai,1,continuous,1,NA,NA
HS0691,Rorya,Sidika,Shirati_Sota,Tai,1,continuous,1,NA,NA
HS0853,Tarime,Nyamiobo,Gwitare,Nyamwaga,0,pulse,2,NA,NA
HS0692,Rorya,Sidika,Shirati_Sota,Tai,1,continuous,2,NA,NA
HS0854,Tarime,Nyamiobo,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0693,Rorya,Sidika,Shirati_Sota,Tai,1,continuous,2,NA,NA
HS0855,Tarime,Nyamiobo,Gwitare,Nyamwaga,0,pulse,3,NA,NA
HS0694,Rorya,Sidika,Shirati_Sota,Tai,1,continuous,1,60,80
HS0856,Tarime,Nyamiobo,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0857,Tarime,Nyamiobo,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0695,Rorya,Sidika,Shirati_Sota,Tai,1,continuous,1,30,15
HS0858,Tarime,Nyamiobo,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0696,Rorya,Sidika,Shirati_Sota,Tai,1,continuous,1,NA,NA
HS0697,Rorya,Sidika,Shirati_Sota,Tai,1,continuous,2,60,30
HS0859,Tarime,Gwitare Senta,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0860,Tarime,Gwitare Senta,Gwitare,Nyamwaga,0,pulse,4,NA,NA
HS0861,Tarime,Gwitare Senta,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0862,Tarime,Gwitare Senta,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0863,Tarime,Gwitare Senta,Gwitare,Nyamwaga,0,pulse,1,NA,NA
HS0864,Tarime,Gwitare Senta,Gwitare,Nyamwaga,0,pulse,1,10,30
HS0865,Tarime,Gwitare Senta,Gwitare,Nyamwaga,0,pulse,2,NA,NA
HS0866,Tarime,Gwitare Senta,Gwitare,Nyamwaga,0,pulse,2,NA,NA
HS0867,Tarime,Gwitare Senta,Gwitare,Nyamwaga,0,pulse,1,30,5
HS0868,Tarime,Gwitare Senta,Gwitare,Nyamwaga,0,pulse,2,NA,NA
HS0869,Tarime,Melale,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0870,Tarime,Melale,Kimusi,Nyamwaga,0,pulse,3,NA,NA
SH0871,Tarime,Melale,Kimusi,Nyamwaga,0,pulse,2,30,180
SH0872,Tarime,Melale,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0873,Tarime,Melale,Kimusi,Nyamwaga,0,pulse,4,NA,NA
SH0874,Tarime,Melale,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0875,Tarime,Melale,Kimusi,Nyamwaga,0,pulse,1,NA,NA
SH0876,Tarime,Melale,Kimusi,Nyamwaga,0,pulse,3,NA,NA
HS0621,Rorya,Isamo,Komuge,Komuge,0,pulse,1,20,240
HS0620,Rorya,Isamo,Komuge,Komuge,0,pulse,3,NA,NA
SH0777,Tarime,Melale,Kimusi,Nyamwaga,0,pulse,2,NA,NA
HS0619,Rorya,Isamo,Komuge,Komuge,0,pulse,2,20,20
SH0778,Tarime,Melale,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0618,Rorya,Isamo,Komuge,Komuge,0,pulse,1,NA,NA
HS0617,Rorya,Ngereri,Komuge,Komuge,0,pulse,1,30,60
HS0616,Rorya,Ngereri,Komuge,Komuge,0,pulse,1,NA,NA
HS0615,Rorya,Ngereri,Komuge,Komuge,0,pulse,1,NA,NA
HS0879,Tarime,Nyamahiriri,Kimusi,Nyamwaga,0,pulse,1,20,120
HS0880,Tarime,Nyamahiriri,Kimusi,Nyamwaga,0,pulse,3,NA,NA
HS0614,Rorya,Ngereri,Komuge,Komuge,0,pulse,1,15,120
HS0613,Rorya,Ngereri,Komuge,Komuge,0,pulse,2,20,240
HS0881,Tarime,Nyamahiriri,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0611,Rorya,Ngereri,Komuge,Komuge,0,pulse,2,NA,NA
HS0882,Tarime,Nyamahiriri,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0610,Rorya,Ngereri,Komuge,Komuge,0,pulse,3,NA,NA
HS0883,Tarime,Nyamahiriri,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0609,Rorya,Ngereri,Komuge,Komuge,0,pulse,1,15,240
HS0608,Rorya,Ngereri,Komuge,Komuge,0,pulse,2,15,240
HS0884,Tarime,Nyamahiriri,Kimusi,Nyamwaga,0,pulse,2,NA,NA
HS0607,Rorya,Ngereri,Komuge,Komuge,0,pulse,2,15,5
HS0885,Tarime,Nyamahiriri,Kimusi,Nyamwaga,0,pulse,2,NA,NA
HS0886,Tarime,Nyamahiriri,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0887,Tarime,Nyamahiriri,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0888,Tarime,Nyamahiriri,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0889,Tarime,Senta,Kimusi,Nyamwaga,0,pulse,2,NA,NA
HS0604,Rorya,Mwisense,Komuge,Komuge,0,pulse,1,NA,NA
HS0890,Tarime,Senta,Kimusi,Nyamwaga,0,pulse,2,NA,NA
HS0603,Rorya,Mwisense,Komuge,Komuge,0,pulse,1,NA,NA
HS0891,Tarime,Senta,Kimusi,Nyamwaga,0,pulse,2,NA,NA
HS0892,Tarime,Senta,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0602,Rorya,Mwisense,Komuge,Komuge,0,pulse,1,NA,NA
HS0601,Rorya,Mwisense,Komuge,Komuge,0,pulse,2,NA,NA
HS0893,Tarime,Senta,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0600,Rorya,Mwisense,Komuge,Komuge,0,pulse,2,15,20
HS0894,Tarime,Senta,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0599,Rorya,Mwisense,Komuge,Komuge,0,pulse,2,NA,NA
HS0895,Tarime,Senta,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0896,Tarime,Senta,Kimusi,Nyamwaga,0,pulse,2,NA,NA
HS0598,Rorya,Mwisense,Komuge,Komuge,0,pulse,1,10,45
HS0897,Tarime,Senta,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0597,Rorya,Mwisense,Komuge,Komuge,0,pulse,1,10,240
HS0898,Tarime,Senta,Kimusi,Nyamwaga,0,pulse,1,NA,NA
HS0901,Rorya,Malangwe B,Michire,Mkoma,2,continuous,1,NA,NA
HS0900,Rorya,Malangwe B,Michire,Mkoma,2,continuous,1,NA,NA
