Strategy,campaign_type,dog_total,count,code,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,vacc_dog_no_chip_number,,dogs_no_vacc,vacc_card_status
1,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
3,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
1,continuous,3,1,microchip,1,NA,no,NA,,2,yes_card
3,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
1,continuous,2,0,microchip,0,NA,no,NA,,0,yes_card
1,continuous,3,1,microchip,1,NA,no,NA,,2,yes_card
1,continuous,3,3,microchip,3,NA,no,NA,,0,yes_card
1,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,3,0,microchip,0,NA,NA,NA,,3,NA
1,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
1,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
1,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
1,continuous,2,0,microchip,0,NA,NA,NA,,2,NA
1,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,3,1,microchip,1,NA,no,NA,,2,yes_card
1,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
1,continuous,2,0,microchip,0,NA,NA,NA,,2,NA
1,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
1,continuous,4,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,2,0,microchip,0,NA,NA,NA,,2,NA
1,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
1,continuous,3,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,2,0,microchip,0,NA,NA,NA,,2,NA
1,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
1,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
1,continuous,1,0,microchip,0,NA,no,NA,,0,yes_card
1,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
1,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
1,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,1,0,microchip,0,NA,NA,NA,,0,NA
1,continuous,8,3,microchip,3,NA,no,NA,,5,yes_card
1,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
1,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,2,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
1,continuous,11,3,microchip,3,NA,no,NA,,8,yes_card
1,continuous,6,2,microchip,2,NA,no,NA,,4,yes_card
1,continuous,2,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
1,continuous,6,1,microchip,1,NA,no,NA,,5,yes_card
1,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,5,5,microchip,5,NA,no,NA,,0,yes_card
1,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
1,continuous,3,3,microchip,3,NA,no,NA,,0,yes_card
1,continuous,3,3,microchip,3,NA,no,NA,,0,yes_card
1,continuous,3,1,microchip,1,NA,no,NA,,1,yes_card
1,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
1,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
1,continuous,3,0,microchip,0,NA,NA,NA,,3,NA
1,continuous,2,0,microchip,0,NA,NA,NA,,2,NA
1,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
1,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
1,continuous,2,0,microchip,0,NA,NA,NA,,2,NA
1,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
1,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
1,continuous,5,3,microchip,3,NA,no,NA,,2,yes_card
1,continuous,3,3,microchip,3,NA,no,NA,,0,no_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,2,0,microchip,0,NA,NA,NA,,2,NA
2,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
2,continuous,6,2,microchip,2,NA,no,NA,,4,yes_card
2,continuous,6,3,microchip,3,NA,no,NA,,3,yes_card
2,continuous,2,0,microchip,0,NA,NA,NA,,2,NA
2,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,2,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
2,continuous,5,1,microchip,1,NA,no,NA,,4,no_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,4,4,microchip,4,NA,no,NA,,0,yes_card
2,continuous,3,3,microchip,3,NA,no,NA,,0,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,2,0,microchip,0,NA,no,NA,,0,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,7,3,microchip,3,NA,no,NA,,4,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
2,continuous,3,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
2,continuous,8,3,microchip,3,NA,no,NA,,5,yes_card
2,continuous,4,0,microchip,0,NA,NA,NA,,4,NA
2,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
2,continuous,4,0,microchip,0,NA,NA,NA,,4,NA
2,continuous,4,1,microchip,1,NA,no,NA,,3,yes_card
2,continuous,4,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
2,continuous,6,5,microchip,5,NA,no,NA,,1,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,4,2,microchip,2,NA,no,NA,,1,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,4,1,microchip,1,NA,no,NA,,2,yes_card
2,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,6,0,microchip,0,NA,no,NA,,2,yes_card
2,continuous,4,2,microchip,2,NA,no,NA,,2,yes_card
2,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
2,continuous,2,1,microchip,1,NA,no,NA,,1,yes_card
2,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
2,continuous,2,0,microchip,0,NA,no,NA,,0,yes_card
2,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
2,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
2,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
2,continuous,3,2,microchip,2,NA,no,NA,,1,yes_card
2,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
2,continuous,1,0,microchip,0,NA,NA,NA,,1,NA
2,continuous,3,0,microchip,0,NA,no,NA,,1,yes_card
2,continuous,3,0,microchip,0,NA,no,NA,,1,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,1,1,microchip,1,NA,no,NA,,0,yes_card
2,continuous,6,1,microchip,1,NA,no,NA,,5,yes_card
2,continuous,6,1,microchip,1,NA,no,NA,,5,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,2,2,microchip,2,NA,no,NA,,0,yes_card
2,continuous,3,3,microchip,3,NA,no,NA,,0,yes_card
2,continuous,3,3,microchip,3,NA,no,NA,,0,yes_card
2,continuous,6,1,microchip,1,NA,no,NA,,5,yes_card
2,continuous,6,1,microchip,1,NA,no,NA,,5,yes_card
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,4,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,3,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,4,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,4,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,3,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,4,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,5,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,4,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,5,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,3,recall,,,,,,,
,,,4,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,8,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,4,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,5,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,6,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,4,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,4,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,4,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,4,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,5,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,4,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,3,recall,,,,,,,
,,,6,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,2,recall,,,,,,,
,,,5,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,4,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,3,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,2,recall,,,,,,,
,,,4,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
,,,0,recall,,,,,,,
,,,1,recall,,,,,,,
,,,2,recall,,,,,,,
