household_ID,district,subvillage,village,ward,Intervention,campaign_type,total,microchiped,number_dogs_seen,microchip_scanned_dogs_yes
HS0590,0,92,23,0,0,pulse,2,0,NA,NA
HS0908,0,92,23,0,0,pulse,1,0,NA,NA
HS0589,0,92,23,0,0,pulse,1,0,NA,NA
HS0909,0,92,23,0,0,pulse,1,0,NA,NA
HS0588,0,116,23,0,0,pulse,2,0,NA,NA
HS0910,1,78,24,3,0,pulse,1,1,NA,NA
HS0587,0,116,23,0,0,pulse,2,2,NA,NA
HS0911,1,78,24,3,0,pulse,1,1,NA,NA
HS0586,0,116,23,0,0,pulse,2,0,NA,NA
HS0912,0,116,23,0,0,pulse,1,0,NA,NA
HS0585,1,78,24,3,0,pulse,1,1,NA,NA
HS0913,1,78,24,3,0,pulse,2,1,NA,NA
HS0584,0,116,23,0,0,pulse,1,0,NA,NA
HS0914,1,78,24,3,0,pulse,2,2,NA,NA
HS0583,0,116,23,0,0,pulse,1,0,NA,NA
HS0916,1,78,24,3,0,pulse,2,2,NA,NA
HS0582,0,116,23,0,0,pulse,1,0,NA,NA
HS0915,0,116,23,0,0,pulse,2,2,NA,NA
HS0581,1,78,24,3,0,pulse,1,1,NA,NA
HS0917,0,116,23,0,0,pulse,1,0,NA,NA
HS0580,1,78,24,3,0,pulse,1,1,NA,NA
HS0918,0,116,23,0,0,pulse,1,0,NA,NA
HS0579,1,64,25,1,2,continuous,1,1,NA,NA
HS0919,1,64,25,1,2,continuous,1,0,NA,NA
HS0578,1,64,25,1,2,continuous,1,1,NA,NA
HS0577,1,22,26,3,0,pulse,3,2,NA,NA
HS0576,1,64,25,1,2,continuous,2,2,NA,NA
HS0920,1,22,26,3,0,pulse,1,1,NA,NA
HS0921,1,22,26,3,0,pulse,1,1,NA,NA
HS0922,1,64,25,1,2,continuous,2,2,NA,NA
HS0923,1,64,25,1,2,continuous,1,1,NA,NA
HS0924,1,64,25,1,2,continuous,1,2,NA,NA
HS0575,1,22,26,3,0,pulse,4,1,NA,NA
HS0574,1,64,25,1,2,continuous,2,0,NA,NA
HS0925,1,22,26,3,0,pulse,7,3,NA,NA
HS0573,1,64,25,1,2,continuous,2,0,NA,NA
HS0572,1,22,26,3,0,pulse,1,1,NA,NA
HS0926,1,22,26,3,0,pulse,1,0,NA,NA
HS0927,1,64,25,1,2,continuous,3,3,NA,NA
HS0571,1,22,26,3,0,pulse,3,3,NA,NA
HS0928,1,71,25,1,2,continuous,1,1,NA,NA
HS0570,1,22,26,3,0,pulse,2,2,NA,NA
HS0569,1,71,25,1,2,continuous,3,1,NA,NA
HS0568,1,22,26,3,0,pulse,2,0,NA,NA
HS0567,1,71,25,1,2,continuous,2,2,NA,NA
HS0930,1,22,26,3,0,pulse,3,1,NA,NA
HS0931,1,71,25,1,2,continuous,2,2,NA,NA
HS0932,1,22,26,3,0,pulse,2,0,NA,NA
HS0933,1,71,25,1,2,continuous,1,1,NA,NA
HS0934,1,22,26,3,0,pulse,2,0,NA,NA
HS0929,1,71,25,1,2,continuous,1,1,NA,NA
HS0935,1,22,26,3,0,pulse,2,0,NA,NA
HS0936,1,71,25,1,2,continuous,1,1,NA,NA
HS0937,1,22,26,3,0,pulse,2,2,NA,NA
HS0938,1,71,25,1,2,continuous,3,3,NA,NA
HS0939,1,22,26,3,0,pulse,2,2,NA,NA
HS0940,1,71,25,1,2,continuous,2,2,NA,NA
HS0941,1,22,26,3,0,pulse,1,0,NA,NA
HS0942,1,71,25,1,2,continuous,2,0,NA,NA
HS0943,1,22,26,3,0,pulse,1,1,NA,NA
HS0944,1,27,25,1,2,continuous,1,1,NA,NA
HS0945,1,22,26,3,0,pulse,1,0,NA,NA
HS0946,1,22,26,3,0,pulse,1,1,NA,NA
HS0947,1,65,26,3,0,pulse,3,2,NA,NA
HS0948,1,27,25,1,2,continuous,1,0,NA,NA
HS0949,1,27,25,1,2,continuous,1,1,NA,NA
HS0950,1,27,25,1,2,continuous,2,2,NA,NA
HS0951,1,27,25,1,2,continuous,3,2,NA,NA
HS0952,1,27,25,1,2,continuous,1,0,NA,NA
HS0953,1,65,26,3,0,pulse,1,1,NA,NA
HS0954,1,65,26,3,0,pulse,3,1,NA,NA
HS0956,1,27,25,1,2,continuous,1,1,NA,NA
HS0957,1,65,26,3,0,pulse,1,1,NA,NA
HS0958,1,65,26,3,0,pulse,3,3,NA,NA
HS0960,1,27,25,1,2,continuous,2,1,NA,NA
HS0961,1,27,25,1,2,continuous,9,1,NA,NA
HS0962,1,65,26,3,0,pulse,5,5,NA,NA
HS0963,1,27,25,1,2,continuous,11,2,NA,NA
HS0964,1,65,26,3,0,pulse,1,1,NA,NA
HS0361,1,65,26,3,0,pulse,2,2,NA,NA
HS0362,1,65,26,3,0,pulse,4,1,NA,NA
HS0965,1,65,26,3,0,pulse,3,3,NA,NA
HS0363,1,59,27,1,2,continuous,2,2,NA,NA
HS0364,1,59,27,1,2,continuous,4,0,NA,NA
HS0966,1,59,27,1,2,continuous,1,1,NA,NA
HS0365,1,59,27,1,2,continuous,1,1,NA,NA
HS0967,1,59,27,1,2,continuous,7,1,NA,NA
HS0366,1,59,27,1,2,continuous,4,4,NA,NA
HS0968,1,59,27,1,2,continuous,1,1,NA,NA
HS0367,1,59,27,1,2,continuous,1,1,NA,NA
HS0368,1,59,27,1,2,continuous,3,3,NA,NA
HS0369,1,59,27,1,2,continuous,12,3,NA,NA
HS0370,1,108,27,1,2,continuous,2,2,NA,NA
HS0969,1,108,27,1,2,continuous,3,3,NA,NA
HS0371,1,108,27,1,2,continuous,1,1,NA,NA
HS0372,1,108,27,1,2,continuous,1,1,NA,NA
HS0970,1,108,27,1,2,continuous,1,0,NA,NA
HS0373,1,108,27,1,2,continuous,4,4,NA,NA
HS0374,1,108,27,1,2,continuous,13,7,NA,NA
HS0971,1,108,27,1,2,continuous,36,1,NA,NA
HS0375,1,108,27,1,2,continuous,2,2,NA,NA
HS0972,1,108,27,1,2,continuous,1,1,NA,NA
HS0376,1,105,27,1,2,continuous,2,2,NA,NA
HS0973,1,105,27,1,2,continuous,2,2,NA,NA
HS0377,1,105,27,1,2,continuous,2,2,NA,NA
HS0974,1,105,27,1,2,continuous,1,1,NA,NA
HS0975,1,105,27,1,2,continuous,3,3,NA,NA
HS0976,1,105,27,1,2,continuous,1,1,NA,NA
HS0378,1,105,27,1,2,continuous,1,1,NA,NA
HS0977,1,105,27,1,2,continuous,1,1,NA,NA
HS0379,1,105,27,1,2,continuous,1,1,NA,NA
HS0380,1,105,27,1,2,continuous,1,1,NA,NA
HS0381,1,26,1,1,2,continuous,2,0,NA,NA
HS0978,1,26,1,1,2,continuous,3,2,NA,NA
HS0382,1,26,1,1,2,continuous,8,8,NA,NA
HS0979,1,26,1,1,2,continuous,1,0,NA,NA
HS0383,1,26,1,1,2,continuous,3,1,NA,NA
HS0384,2,99,28,8,2,continuous,12,5,NA,NA
HS0980,2,99,28,8,2,continuous,1,1,NA,NA
HS0982,1,26,1,1,2,continuous,2,1,NA,NA
HS0385,2,99,28,8,2,continuous,2,2,NA,NA
HS0386,2,99,28,8,2,continuous,5,5,NA,NA
HS0981,1,26,1,1,2,continuous,8,8,NA,NA
HS0983,2,99,28,8,2,continuous,4,2,NA,NA
HS0387,1,26,1,1,2,continuous,5,0,NA,NA
HS0984,2,99,28,8,2,continuous,6,0,NA,NA
HS0388,1,26,1,1,2,continuous,4,0,NA,NA
HS0389,2,99,28,8,2,continuous,2,0,NA,NA
HS0985,2,99,28,8,2,continuous,1,1,NA,NA
HS0390,2,99,28,8,2,continuous,1,0,NA,NA
HS0986,2,99,28,8,2,continuous,3,3,NA,NA
HS0987,1,122,1,1,2,continuous,3,3,NA,NA
HS0988,2,61,28,8,2,continuous,3,0,NA,NA
HS0989,2,61,28,8,2,continuous,1,0,NA,NA
HS0990,1,122,1,1,2,continuous,1,0,NA,NA
HS0991,2,61,28,8,2,continuous,3,2,NA,NA
HS0391,2,61,28,8,2,continuous,6,1,NA,NA
HS0992,1,122,1,1,2,continuous,1,1,NA,NA
HS0392,2,61,28,8,2,continuous,3,3,NA,NA
HS0993,1,122,1,1,2,continuous,2,1,NA,NA
HS0994,2,61,28,8,2,continuous,3,3,NA,NA
HS0393,1,122,1,1,2,continuous,1,1,NA,NA
HS0995,2,61,28,8,2,continuous,3,2,NA,NA
HS0394,1,122,1,1,2,continuous,1,1,NA,NA
HS0996,1,122,1,1,2,continuous,1,1,NA,NA
HS0395,1,122,1,1,2,continuous,1,0,NA,NA
HS0997,2,61,28,8,2,continuous,8,2,NA,NA
HS0396,1,122,1,1,2,continuous,3,3,NA,NA
HS0998,2,61,28,8,2,continuous,5,3,NA,NA
HS0397,2,61,28,8,2,continuous,2,1,NA,NA
HS0398,2,46,28,8,2,continuous,3,0,NA,NA
HS0399,1,122,1,1,2,continuous,4,2,NA,NA
HS0999,2,46,28,8,2,continuous,13,4,NA,NA
HS1000,2,46,28,8,2,continuous,2,2,NA,NA
HS0401,2,46,28,8,2,continuous,2,1,NA,NA
SH1001,1,4,1,1,2,continuous,2,1,NA,NA
HS0402,1,4,1,1,2,continuous,2,1,NA,NA
SH1002,2,46,28,8,2,continuous,3,2,NA,NA
SH1004,2,46,28,8,2,continuous,4,1,NA,NA
HS0403,1,4,1,1,2,continuous,3,3,NA,NA
SH1005,1,4,1,1,2,continuous,1,0,NA,NA
SH1006,2,46,28,8,2,continuous,5,1,NA,NA
HS0404,1,4,1,1,2,continuous,1,1,NA,NA
SH1007,2,46,28,8,2,continuous,3,3,NA,NA
HS0405,2,46,28,8,2,continuous,2,1,NA,NA
HS0406,1,4,1,1,2,continuous,7,7,NA,NA
HS0407,2,46,28,8,2,continuous,3,1,NA,NA
HS0408,1,4,1,1,2,continuous,1,1,NA,NA
HS0409,1,4,1,1,2,continuous,3,1,NA,NA
HS0410,1,4,1,1,2,continuous,7,7,NA,NA
SH1008,1,59,29,1,2,continuous,3,0,NA,NA
HS0411,1,59,29,1,2,continuous,2,2,NA,NA
SH1009,1,59,29,1,2,continuous,1,1,NA,NA
SH1010,2,47,30,8,2,continuous,1,0,NA,NA
HS0412,1,59,29,1,2,continuous,1,1,NA,NA
HS0413,2,47,30,8,2,continuous,1,1,NA,NA
SH1011,1,59,29,1,2,continuous,4,2,NA,NA
HS0414,1,59,29,1,2,continuous,1,1,NA,NA
SH1012,2,47,30,8,2,continuous,3,2,NA,NA
HS0415,1,59,29,1,2,continuous,1,1,NA,NA
SH1013,2,47,30,8,2,continuous,1,1,NA,NA
HS0416,1,59,29,1,2,continuous,1,1,NA,NA
SH1014,2,47,30,8,2,continuous,4,2,NA,NA
HS0417,1,59,29,1,2,continuous,1,1,NA,NA
SH1015,2,47,30,8,2,continuous,2,2,NA,NA
HS0418,1,59,29,1,2,continuous,1,0,NA,NA
SH1016,2,47,30,8,2,continuous,1,0,NA,NA
HS0419,2,47,30,8,2,continuous,1,0,NA,NA
SH1017,2,47,30,8,2,continuous,3,2,NA,NA
HS0420,1,68,29,1,2,continuous,1,1,NA,NA
SH1018,2,47,30,8,2,continuous,2,2,NA,NA
SH1019,1,68,29,1,2,continuous,1,0,NA,NA
SH1020,2,113,30,8,2,continuous,1,1,NA,NA
SH1021,1,68,29,1,2,continuous,2,2,NA,NA
SH1022,2,113,30,8,2,continuous,5,5,NA,NA
SH1023,1,68,29,1,2,continuous,1,1,NA,NA
SH1024,1,68,29,1,2,continuous,1,1,NA,NA
SH1025,2,113,30,8,2,continuous,1,1,NA,NA
SH1026,1,68,29,1,2,continuous,2,2,NA,NA
SH1027,1,68,29,1,2,continuous,1,1,NA,NA
SH1028,2,113,30,8,2,continuous,2,2,NA,NA
SH1029,1,68,29,1,2,continuous,3,3,NA,NA
SH1030,2,113,30,8,2,continuous,2,0,NA,NA
SH1031,2,113,30,8,2,continuous,2,2,NA,NA
SH1032,2,113,30,8,2,continuous,4,4,NA,NA
SH1033,2,113,30,8,2,continuous,2,2,NA,NA
SH1034,2,113,30,8,2,continuous,1,1,NA,NA
SH1035,2,113,30,8,2,continuous,1,1,NA,NA
SH1036,1,68,29,1,2,continuous,6,6,NA,NA
SH1037,2,41,30,8,2,continuous,1,1,NA,NA
SH1038,1,68,29,1,2,continuous,1,1,NA,NA
SH1039,1,110,29,1,2,continuous,6,3,NA,NA
HS1040,2,41,30,8,2,continuous,4,3,NA,NA
SH1041,2,41,30,8,2,continuous,2,0,NA,NA
HS1042,1,110,29,1,2,continuous,2,1,NA,NA
HS1043,2,41,30,8,2,continuous,2,2,NA,NA
HS1044,1,110,29,1,2,continuous,1,1,NA,NA
HS1045,2,41,30,8,2,continuous,1,1,NA,NA
HS1041,1,110,29,1,2,continuous,2,3,NA,NA
HS104,2,41,30,8,2,continuous,1,1,NA,NA
HS1751,1,110,29,1,2,continuous,6,6,NA,NA
HS1752,2,41,30,8,2,continuous,6,1,NA,NA
HS1753,1,110,29,1,2,continuous,2,2,NA,NA
HS1754,2,41,30,8,2,continuous,1,0,NA,NA
HS1755,1,110,29,1,2,continuous,2,2,NA,NA
HS1756,2,41,30,8,2,continuous,1,1,NA,NA
HS1757,1,110,29,1,2,continuous,1,0,NA,NA
HS1758,2,41,30,8,2,continuous,1,0,NA,NA
HS1759,1,110,29,1,2,continuous,7,7,NA,NA
HS1760,1,110,29,1,2,continuous,2,2,NA,NA
HS1761,1,87,31,1,2,continuous,4,4,NA,NA
HS1762,1,87,31,1,2,continuous,2,2,NA,NA
HS1763,1,87,31,1,2,continuous,1,1,NA,NA
HS1764,1,87,31,1,2,continuous,3,2,NA,NA
HS1765,1,87,31,1,2,continuous,1,1,NA,NA
HS1766,1,87,31,1,2,continuous,8,2,NA,NA
HS1767,1,87,31,1,2,continuous,1,0,NA,NA
HS1768,1,87,31,1,2,continuous,1,0,NA,NA
HS1769,1,87,31,1,2,continuous,1,1,NA,NA
HS1770,1,87,31,1,2,continuous,1,1,NA,NA
HS1771,1,23,31,1,2,continuous,2,2,2,2
HS1772,1,23,31,1,2,continuous,1,1,1,1
HS1773,1,23,31,1,2,continuous,2,2,2,2
HS1774,1,23,31,1,2,continuous,1,1,1,1
HS1775,1,23,31,1,2,continuous,1,1,1,1
HS1776,1,23,31,1,2,continuous,1,1,1,1
HS1777,1,23,31,1,2,continuous,2,2,2,2
HS1778,1,23,31,1,2,continuous,2,2,2,2
HS1779,1,23,31,1,2,continuous,1,1,1,1
HS1780,1,23,31,1,2,continuous,1,0,1,0
HS0421,1,89,31,1,2,continuous,1,1,1,1
HS0422,1,89,31,1,2,continuous,3,3,3,3
HS0423,1,89,31,1,2,continuous,1,1,1,1
HS0424,1,89,31,1,2,continuous,1,1,1,1
HS0425,1,89,31,1,2,continuous,2,2,2,2
HS0426,1,89,31,1,2,continuous,1,2,2,2
HS0427,1,89,31,1,2,continuous,1,1,1,1
HS0428,1,89,31,1,2,continuous,3,2,3,2
HS0429,1,89,31,1,2,continuous,2,2,2,2
HS0430,1,89,31,1,2,continuous,4,3,4,3
HS0431,1,82,32,9,3,continuous,1,0,0,0
HS0432,1,82,32,9,3,continuous,2,0,1,0
HS0433,1,82,32,9,3,continuous,3,2,2,2
HS0434,1,82,32,9,3,continuous,2,2,2,2
HS0435,1,82,32,9,3,continuous,2,2,2,2
HS0436,1,82,32,9,3,continuous,4,4,4,4
HS0437,1,82,32,9,3,continuous,2,0,3,0
HS0438,1,82,32,9,3,continuous,3,0,3,0
HS0439,1,82,32,9,3,continuous,3,3,3,3
HS0440,1,82,32,9,3,continuous,1,1,1,1
HS0441,1,25,32,9,3,continuous,3,3,3,3
HS0442,1,25,32,9,3,continuous,4,4,4,4
HS0443,1,25,32,9,3,continuous,1,1,1,1
HS0444,1,25,32,9,3,continuous,2,1,2,1
HS0445,1,25,32,9,3,continuous,2,2,2,2
HS0446,1,25,32,9,3,continuous,1,1,1,1
HS0447,1,25,32,9,3,continuous,2,2,2,2
HS0448,1,25,32,9,3,continuous,2,0,2,0
HS0449,1,25,32,9,3,continuous,1,1,1,1
HS0450,1,25,32,9,3,continuous,2,2,2,2
HS1782,1,0,32,9,3,continuous,2,2,2,2
HS0451,1,0,32,9,3,continuous,2,2,2,2
HS1781,1,0,32,9,3,continuous,1,1,1,1
HS0452,1,0,32,9,3,continuous,2,2,2,2
HS0453,1,0,32,9,3,continuous,2,2,2,2
HS0454,1,0,32,9,3,continuous,1,1,1,1
HS1810,1,0,32,9,3,continuous,1,0,1,0
HS0455,1,0,32,9,3,continuous,1,1,1,1
HS1809,1,0,32,9,3,continuous,1,1,1,1
HS0456,1,0,32,9,3,continuous,1,1,1,1
HS1783,2,86,33,10,0,pulse,1,0,1,0
HS0457,2,86,33,10,0,pulse,2,1,2,1
HS1784,2,86,33,10,0,pulse,1,0,1,0
HS0458,2,86,33,10,0,pulse,3,0,2,0
HS1786,2,86,33,10,0,pulse,2,2,2,2
HS0459,2,86,33,10,0,pulse,1,0,1,0
HS1785,2,86,33,10,0,pulse,1,0,1,0
HS0460,2,86,33,10,0,pulse,1,0,0,0
HS1787,2,86,33,10,0,pulse,1,0,0,0
HS1788,2,86,33,10,0,pulse,1,1,1,1
HS0461,2,83,33,10,0,pulse,3,0,3,0
HS1789,2,83,33,10,0,pulse,1,0,1,0
HS0462,2,83,33,10,0,pulse,2,0,2,0
HS1808,2,83,33,10,0,pulse,1,0,1,0
HS0463,2,83,33,10,0,pulse,2,0,2,0
HS1807,2,83,33,10,0,pulse,2,0,2,0
HS0464,2,83,33,10,0,pulse,2,0,2,0
HS1806,2,83,33,10,0,pulse,3,0,3,0
HS0465,2,83,33,10,0,pulse,2,0,1,0
HS0466,2,83,33,10,0,pulse,2,0,2,0
HS1805,2,103,33,10,0,pulse,2,0,2,0
HS0467,2,103,33,10,0,pulse,2,2,2,2
HS0468,2,103,33,10,0,pulse,1,0,0,0
HS1804,2,103,33,10,0,pulse,3,2,3,2
HS1803,2,103,33,10,0,pulse,1,0,1,0
HS0469,2,103,33,10,0,pulse,1,0,1,0
HS1802,2,103,33,10,0,pulse,7,1,7,1
HS1801,2,103,33,10,0,pulse,1,1,1,1
HS1800,2,103,33,10,0,pulse,1,0,1,0
HS0470,2,103,33,10,0,pulse,1,1,1,1
HS0471,1,125,34,9,3,continuous,9,1,9,1
HS1791,2,91,35,10,0,pulse,4,0,4,0
HS1790,1,125,34,9,3,continuous,2,2,2,2
HS1792,2,91,35,10,0,pulse,1,0,1,0
HS0472,2,91,35,10,0,pulse,3,2,3,2
HS1793,2,91,35,10,0,pulse,4,0,3,0
HS0473,1,125,34,9,3,continuous,1,1,1,1
HS1794,2,91,35,10,0,pulse,1,1,1,1
HS0474,1,125,34,9,3,continuous,2,2,2,2
HS0475,2,91,35,10,0,pulse,1,0,1,0
HS0476,1,125,34,9,3,continuous,1,1,1,1
HS1795,2,91,35,10,0,pulse,1,0,1,0
HS0477,1,125,34,9,3,continuous,1,0,1,0
HS1796,2,91,35,10,0,pulse,1,0,1,0
HS0478,1,125,34,9,3,continuous,1,1,1,1
HS1797,2,91,35,10,0,pulse,1,0,1,0
HS0479,1,125,34,9,3,continuous,2,0,2,0
HS1798,2,91,35,10,0,pulse,1,0,1,0
HS0480,1,125,34,9,3,continuous,1,1,1,1
HS1799,1,125,34,9,3,continuous,1,0,1,0
HS0481,2,2,35,10,0,pulse,1,1,1,1
HS0482,1,60,34,9,3,continuous,1,1,1,1
HS0483,2,2,35,10,0,pulse,5,0,5,0
HS0484,1,60,34,9,3,continuous,1,1,1,1
HS0485,2,2,35,10,0,pulse,1,1,1,1
HS0486,1,60,34,9,3,continuous,1,1,1,1
HS0487,2,2,35,10,0,pulse,2,0,2,0
HS0488,1,60,34,9,3,continuous,1,1,1,1
HS1812,2,2,35,10,0,pulse,3,0,3,0
HS0489,2,2,35,10,0,pulse,1,0,1,0
HS1811,1,60,34,9,3,continuous,2,2,2,2
HS0490,2,2,35,10,0,pulse,2,0,1,0
HS1813,2,2,35,10,0,pulse,1,0,0,0
HS0491,1,60,34,9,3,continuous,1,1,1,1
HS1820,1,60,34,9,3,continuous,1,1,1,1
HS1819,2,2,35,10,0,pulse,1,1,1,1
HS1818,1,60,34,9,3,continuous,1,1,1,1
HS0492,1,60,34,9,3,continuous,1,1,1,1
HS1817,1,60,34,9,3,continuous,1,1,1,1
HS1816,2,2,35,10,0,pulse,1,0,1,0
HS0493,2,50,35,10,0,pulse,3,0,5,0
HS0494,1,44,34,9,3,continuous,1,1,1,1
HS1815,1,44,34,9,3,continuous,2,2,2,2
HS0495,1,44,34,9,3,continuous,3,1,3,1
HS1814,2,50,35,10,0,pulse,3,0,3,0
HS0496,1,44,34,9,3,continuous,1,1,1,1
HS0497,2,50,35,10,0,pulse,1,0,1,0
HS0498,1,44,34,9,3,continuous,2,1,2,1
HS0499,2,50,35,10,0,pulse,1,1,1,1
HS1826,2,50,35,10,0,pulse,3,1,2,1
HS0500,2,50,35,10,0,pulse,6,0,5,0
HS1827,1,44,34,9,3,continuous,2,2,2,2
HS1750,2,50,35,10,0,pulse,4,3,4,3
HS1828,1,44,34,9,3,continuous,3,2,3,2
HS1749,2,50,35,10,0,pulse,2,0,2,0
HS1748,1,44,34,9,3,continuous,1,0,1,0
HS1829,2,50,35,10,0,pulse,3,1,3,1
HS1747,1,44,34,9,3,continuous,1,1,1,1
HS1746,2,50,35,10,0,pulse,2,0,0,0
HS1745,1,44,34,9,3,continuous,1,0,1,0
HS1830,2,84,36,10,0,pulse,5,0,5,0
HS1821,2,84,36,10,0,pulse,3,0,3,0
HS1744,2,84,36,10,0,pulse,4,0,4,0
HS1822,2,84,36,10,0,pulse,3,0,2,0
HS1823,2,84,36,10,0,pulse,3,0,1,0
HS1824,2,84,36,10,0,pulse,4,0,4,0
HS1743,2,84,36,10,0,pulse,7,2,6,2
HS1825,2,84,36,10,0,pulse,2,0,1,0
HS1742,1,48,37,9,3,continuous,1,0,1,0
HS1741,2,84,36,10,0,pulse,1,0,1,0
HS1845,1,48,37,9,3,continuous,1,0,1,0
HS1842,2,84,36,10,0,pulse,13,4,12,4
HS1843,1,48,37,9,3,continuous,1,0,1,0
HS1844,2,102,36,10,0,pulse,3,0,2,0
HS1840,1,48,37,9,3,continuous,2,1,2,1
HS1841,1,48,37,9,3,continuous,1,1,1,1
HS1839,1,48,37,9,3,continuous,1,1,1,1
HS1838,2,102,36,10,0,pulse,2,2,2,2
HS1837,1,48,37,9,3,continuous,2,1,2,1
HS1836,1,48,37,9,3,continuous,1,1,1,1
HS1711,2,102,36,10,0,pulse,1,0,1,0
HS1712,2,102,36,10,0,pulse,2,0,2,0
HS1713,1,48,37,9,3,continuous,2,2,2,2
HS1832,2,102,36,10,0,pulse,1,1,1,1
HS1714,1,48,37,9,3,continuous,3,1,3,1
HS1715,2,102,36,10,0,pulse,1,0,0,0
HS1833,2,102,36,10,0,pulse,1,1,1,1
HS1716,2,102,36,10,0,pulse,2,1,2,1
HS1835,2,102,36,10,0,pulse,3,2,2,2
HS1717,1,49,37,9,3,continuous,3,2,3,2
HS1718,2,102,36,10,0,pulse,2,0,2,0
HS1853,1,49,37,9,3,continuous,1,0,1,0
HS1834,2,74,36,10,0,pulse,4,2,4,2
HS1719,1,49,37,9,3,continuous,2,0,2,0
HS1852,2,74,36,10,0,pulse,1,0,1,0
HS1720,2,74,36,10,0,pulse,2,0,1,0
HS1851,1,49,37,9,3,continuous,3,0,3,0
HS1721,2,74,36,10,0,pulse,6,0,3,0
HS1850,2,74,36,10,0,pulse,1,0,1,0
HS1722,2,74,36,10,0,pulse,1,1,1,1
HS1848,1,49,37,9,3,continuous,1,0,1,0
HS1723,1,49,37,9,3,continuous,1,0,1,0
HS1724,2,74,36,10,0,pulse,2,0,2,0
HS1863,1,49,37,9,3,continuous,1,1,1,1
HS1725,1,49,37,9,3,continuous,1,1,1,1
HS1862,1,49,37,9,3,continuous,1,0,1,0
HS1726,2,74,36,10,0,pulse,2,1,1,1
HS1727,1,49,37,9,3,continuous,2,2,2,2
HS1861,2,74,36,10,0,pulse,4,0,4,0
HS1728,2,74,36,10,0,pulse,2,0,2,0
HS1860,1,106,37,9,3,continuous,1,1,1,1
HS1859,1,106,37,9,3,continuous,2,2,2,2
HS1729,1,106,37,9,3,continuous,1,1,1,1
HS1730,1,106,37,9,3,continuous,1,1,1,1
HS1858,1,106,37,9,3,continuous,2,2,2,2
HS1857,1,106,37,9,3,continuous,1,1,1,1
HS1732,1,106,37,9,3,continuous,1,1,1,1
HS1733,1,106,37,9,3,continuous,1,1,1,1
HS1856,1,106,37,9,3,continuous,1,1,1,1
HS1734,1,106,37,9,3,continuous,1,1,1,1
HS1855,2,54,38,11,1,continuous,2,0,2,0
HS1735,2,54,38,11,1,continuous,4,0,4,0
HS1854,2,54,38,11,1,continuous,4,0,4,0
HS1736,1,127,39,9,3,continuous,1,1,1,1
HS1737,2,54,38,11,1,continuous,2,0,2,0
HS1872,2,54,38,11,1,continuous,2,0,2,0
HS1738,1,127,39,9,3,continuous,1,1,1,1
HS1739,2,54,38,11,1,continuous,2,2,2,2
HS1871,1,127,39,9,3,continuous,1,1,1,1
HS1740,2,54,38,11,1,continuous,4,0,4,0
HS1870,2,54,38,11,1,continuous,1,1,1,1
HS1869,1,127,39,9,3,continuous,1,1,1,1
HS1868,1,127,39,9,3,continuous,2,2,2,2
HS1867,2,54,38,11,1,continuous,3,0,3,0
HS1866,1,127,39,9,3,continuous,3,3,3,3
HS1864,2,54,38,11,1,continuous,1,0,1,0
HS1849,1,127,39,9,3,continuous,1,1,1,1
HS1701,2,12,38,11,1,continuous,2,2,2,2
HS1702,1,127,39,9,3,continuous,2,1,2,1
HS1847,2,12,38,11,1,continuous,1,1,1,1
HS1703,1,127,39,9,3,continuous,1,0,1,0
HS1846,2,12,38,11,1,continuous,1,1,1,1
HS1704,2,12,38,11,1,continuous,2,0,1,0
HS1902,1,116,39,9,3,continuous,3,2,2,2
HS1705,2,12,38,11,1,continuous,1,1,1,1
HS1901,1,116,39,9,3,continuous,1,1,1,1
HS1706,2,12,38,11,1,continuous,1,0,0,0
HS1900,2,12,38,11,1,continuous,7,4,7,4
HS1899,1,116,39,9,3,continuous,2,1,2,1
HS1707,2,12,38,11,1,continuous,5,0,5,0
HS1708,1,116,39,9,3,continuous,1,1,1,1
HS1898,1,116,39,9,3,continuous,2,2,2,2
HS1709,2,12,38,11,1,continuous,2,1,2,1
HS1710,2,12,38,11,1,continuous,1,1,1,1
HS1691,1,116,39,9,3,continuous,2,2,2,2
HS1897,1,116,39,9,3,continuous,1,1,1,1
HS1896,2,6,38,11,1,continuous,2,1,2,1
HS1895,2,6,38,11,1,continuous,4,2,3,2
HS1894,1,116,39,9,3,continuous,2,1,2,1
HS1893,2,6,38,11,1,continuous,4,3,3,3
HS1692,1,116,39,9,3,continuous,5,5,5,5
HS1892,2,6,38,11,1,continuous,3,3,3,3
HS1693,1,116,39,9,3,continuous,2,2,2,2
HS1891,2,6,38,11,1,continuous,4,2,4,2
HS1694,2,6,38,11,1,continuous,4,4,4,4
HS1890,1,126,39,9,3,continuous,3,3,3,3
HS1695,2,6,38,11,1,continuous,2,2,2,2
HS1889,2,6,38,11,1,continuous,2,1,1,1
HS1696,1,126,39,9,3,continuous,3,2,2,2
HS1697,2,6,38,11,1,continuous,2,1,2,1
HS1888,1,126,39,9,3,continuous,1,1,1,1
HS1698,1,126,39,9,3,continuous,2,2,2,2
HS1887,1,126,39,9,3,continuous,2,1,2,1
HS1886,1,126,39,9,3,continuous,2,1,2,1
HS1699,1,126,39,9,3,continuous,1,1,1,1
HS1885,1,126,39,9,3,continuous,1,1,1,1
HS1700,1,126,39,9,3,continuous,1,1,1,1
HS1681,1,126,39,9,3,continuous,5,1,5,1
