sex_respondent,age_respondent,dog_total,campaign_type,Strategy,ward_rorya,village_rorya,subvillage_rorya,dog_vacc_status,dogs_yes_vacc,dogs_no_vacc,vacc_card_status,number_dogs_seen,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert
female,18,2,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi,Kenyamosabi","Ngonche,Ngonche,Ngonche",yes_vacc,1,1,yes_card,1,1,NA,no,1
female,55,7,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi,Kenyamosabi","Ngonche,Ngonche,Ngonche",yes_vacc,3,4,yes_card,3,3,NA,no,3
female,35,1,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi,Kenyamosabi","Ngonche,Ngonche,Ngonche",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,19,2,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi,Kenyamosabi","Ngonche,Ngonche,Ngonche",yes_vacc,2,0,yes_card,2,2,NA,no,2
female,19,1,continuous,1,Gorong a,"Kenyamosabi,Kenyamosabi,Kenyamosabi","Ngonche,Ngonche,Ngonche",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,40,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
female,40,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
female,40,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
female,40,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
female,85,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
female,85,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
female,85,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
female,85,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
male,39,3,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,3,,3,0,NA,,NA
male,39,3,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,3,,3,0,NA,,NA
male,39,3,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,3,,3,0,NA,,NA
male,39,3,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,3,,3,0,NA,,NA
female,46,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
female,46,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
male,46,3,pulse,0,Masaba,Nyansirori,Chamasabeta,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,46,3,pulse,0,Masaba,Nyansirori,Chamasabeta,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,32,3,pulse,0,Masaba,Nyansirori,Chamasabeta,yes_vacc,3,0,yes_card,3,0,3,yes,3
male,32,3,pulse,0,Masaba,Nyansirori,Chamasabeta,yes_vacc,3,0,yes_card,3,0,3,yes,3
male,46,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
male,46,1,pulse,0,Masaba,Nyansirori,Chamasabeta,no_vacc,NA,1,,1,0,NA,,NA
female,51,1,pulse,0,Masaba,Nyansirori,Chamasabeta,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,51,1,pulse,0,Masaba,Nyansirori,Chamasabeta,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,80,1,pulse,0,Masaba,Nyansirori,Chamasabeta,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,80,1,pulse,0,Masaba,Nyansirori,Chamasabeta,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,46,3,pulse,0,Komuge,Irienyi,Nyakatende,yes_vacc,3,2,yes_card,3,1,NA,no,1
male,37,1,pulse,0,Komuge,Irienyi,Nyakatende,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,30,1,pulse,0,Komuge,Irienyi,Nyakatende,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,43,1,pulse,0,Komuge,Irienyi,Nyakatende,no_vacc,NA,1,,1,0,NA,,NA
male,67,2,pulse,0,Komuge,"Komuge,Komuge,Komuge,Komuge,Komuge,Komuge,Komuge","Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri",yes_vacc,1,0,yes_card,2,1,NA,no,1
male,35,1,pulse,0,Komuge,"Komuge,Komuge,Komuge,Komuge,Komuge,Komuge,Komuge","Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri",no_vacc,NA,1,,1,0,NA,,NA
female,58,2,pulse,0,Komuge,"Komuge,Komuge,Komuge,Komuge,Komuge,Komuge,Komuge","Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri",yes_vacc,2,0,yes_card,2,2,NA,no,2
male,18,3,pulse,0,Komuge,"Komuge,Komuge,Komuge,Komuge,Komuge,Komuge,Komuge","Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri",no_vacc,NA,3,,3,0,NA,,NA
female,45,4,pulse,0,Komuge,Irienyi,Ititwe,yes_vacc,1,3,yes_card,2,0,NA,no,1
male,14,4,pulse,0,Komuge,Irienyi,Ititwe,yes_vacc,3,3,yes_card,2,2,NA,no,3
female,32,2,pulse,0,Komuge,Irienyi,Ititwe,no_vacc,NA,2,,3,0,NA,,NA
male,50,1,pulse,0,Komuge,Irienyi,Ititwe,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,38,3,pulse,0,Komuge,Irienyi,Ititwe,yes_vacc,1,2,yes_card,2,1,NA,no,1
male,65,3,pulse,0,Komuge,Irienyi,Ititwe,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,57,1,pulse,0,Komuge,Irienyi,Ititwe,no_vacc,NA,1,,1,0,NA,,NA
male,NA,4,pulse,0,Komuge,Irienyi,Ititwe,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,19,4,pulse,0,Komuge,Irienyi,Ititwe,yes_vacc,1,3,yes_card,4,1,NA,no,1
male,82,3,pulse,0,Komuge,Irienyi,Ititwe,yes_vacc,2,1,yes_card,1,0,NA,no,2
male,15,1,pulse,0,Komuge,Irienyi,Malegeri,yes_vacc,1,0,yes_card,1,0,NA,no,1
male,16,1,pulse,0,Komuge,Irienyi,Malegeri,no_vacc,NA,1,,1,0,NA,,NA
female,33,1,pulse,0,Komuge,Irienyi,Malegeri,no_vacc,NA,1,,2,0,NA,,NA
female,20,1,pulse,0,Komuge,Irienyi,Malegeri,no_vacc,NA,1,,1,1,NA,,NA
female,31,3,pulse,0,Komuge,Irienyi,Malegeri,yes_vacc,1,2,yes_card,1,1,NA,no,1
male,39,3,pulse,0,Komuge,Irienyi,Malegeri,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,34,4,pulse,0,Komuge,Irienyi,Malegeri,yes_vacc,4,0,yes_card,4,4,NA,no,4
male,58,3,pulse,0,Komuge,Irienyi,Malegeri,yes_vacc,3,0,yes_card,3,1,2,yes,3
female,33,1,continuous,1,Gorong a,Masurura,Nyaichirichiri,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,29,3,continuous,1,Gorong a,Masurura,Nyaichirichiri,yes_vacc,2,1,no_card,2,1,NA,no,0
female,57,2,continuous,1,Gorong a,Masurura,Nyaichirichiri,yes_vacc,2,0,yes_card,2,1,NA,no,2
male,53,3,continuous,1,Gorong a,Masurura,Nyaichirichiri,yes_vacc,1,2,yes_card,3,1,NA,no,1
female,22,1,continuous,1,Gorong a,Masurura,Nyaichirichiri,no_vacc,NA,1,,1,0,NA,,NA
male,25,2,continuous,1,Gorong a,Masurura,Nyaichirichiri,no_vacc,NA,2,,2,0,NA,,NA
female,23,2,continuous,1,Gorong a,Masurura,Nyaichirichiri,yes_vacc,1,1,no_card,0,0,NA,no,0
female,65,1,continuous,1,Gorong a,Masurura,Nyaichirichiri,no_vacc,NA,1,,1,0,NA,,NA
female,32,2,continuous,1,Gorong a,Masurura,Nyaichirichiri,no_vacc,NA,2,,2,0,NA,,NA
female,30,2,continuous,1,Gorong a,Masurura,Nyaichirichiri,yes_vacc,2,0,yes_card,1,1,NA,no,2
female,42,1,continuous,1,Gorong a,Masurura,Nyantare,yes_vacc,1,0,yes_card,1,0,1,yes,1
male,64,3,continuous,1,Gorong a,Masurura,Nyantare,yes_vacc,3,0,yes_card,3,3,NA,no,3
male,56,1,continuous,1,Gorong a,Masurura,Nyantare,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,45,1,continuous,1,Gorong a,Masurura,Nyantare,no_vacc,NA,1,,1,0,NA,,NA
male,32,1,continuous,1,Gorong a,Masurura,Nyantare,no_vacc,NA,1,,1,0,NA,,NA
female,38,1,continuous,1,Gorong a,Masurura,Nyantare,no_vacc,NA,1,,1,0,NA,,NA
female,33,3,continuous,1,Gorong a,Masurura,Nyantare,yes_vacc,2,1,yes_card,1,0,NA,no,2
male,22,3,continuous,1,Gorong a,Masurura,Nyantare,no_vacc,NA,3,,3,0,NA,,NA
female,35,2,continuous,1,Gorong a,Masurura,Nyantare,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,49,3,continuous,1,Gorong a,Masurura,Nyantare,no_vacc,NA,3,,3,0,NA,,NA
male,41,2,continuous,1,Gorong a,Masurura,Kemoseti,yes_vacc,1,1,yes_card,1,0,NA,no,1
male,68,1,continuous,1,Gorong a,Masurura,Kemoseti,yes_vacc,1,0,no_card,1,1,NA,no,0
female,53,1,continuous,1,Gorong a,Masurura,Kemoseti,no_vacc,NA,1,,1,0,NA,,NA
male,19,2,continuous,1,Gorong a,Masurura,Kemoseti,yes_vacc,2,0,no_card,2,2,NA,no,0
male,46,4,continuous,1,Gorong a,Masurura,Kemoseti,yes_vacc,2,2,yes_card,4,2,NA,no,2
female,40,3,continuous,1,Gorong a,Masurura,Kemoseti,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,32,1,continuous,1,Gorong a,Masurura,Kemoseti,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,20,1,continuous,1,Gorong a,Masurura,Kemoseti,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,45,1,continuous,1,Gorong a,Masurura,Kemoseti,no_vacc,NA,1,,1,0,NA,,NA
male,27,2,continuous,1,Gorong a,Masurura,Kemoseti,yes_vacc,2,0,no_card,2,2,NA,no,0
female,24,1,continuous,1,Gorong a,Kitawasi,Kitawasi Senta,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,41,3,continuous,1,Gorong a,Kitawasi,Kitawasi Senta,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,29,2,continuous,1,Gorong a,Kitawasi,Kitawasi Senta,yes_vacc,1,1,yes_card,2,1,NA,no,11
female,45,1,continuous,1,Gorong a,Kitawasi,Kitawasi Senta,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,30,1,continuous,1,Gorong a,Kitawasi,Kitawasi Senta,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,45,2,continuous,1,Gorong a,Kitawasi,Kitawasi Senta,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,28,2,continuous,1,Gorong a,Kitawasi,Kitawasi Senta,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,45,3,continuous,1,Gorong a,Kitawasi,Kitawasi Senta,yes_vacc,2,1,yes_card,3,2,NA,no,2
male,68,4,continuous,1,Gorong a,Kitawasi,Kitawasi Senta,yes_vacc,2,2,yes_card,4,2,NA,no,2
male,25,2,continuous,1,Gorong a,Kitawasi,Kitawasi Senta,no_vacc,NA,2,,2,0,NA,,NA
male,28,1,continuous,1,Gorong a,Kitawasi,Remerera,no_vacc,NA,1,,1,0,NA,,NA
female,70,1,continuous,1,Gorong a,Kitawasi,Remerera,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,49,3,continuous,1,Gorong a,Kitawasi,Remerera,yes_vacc,3,0,yes_card,3,3,NA,no,3
female,39,1,continuous,1,Gorong a,Kitawasi,Remerera,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,24,2,continuous,1,Gorong a,Kitawasi,Remerera,no_vacc,NA,2,,2,0,NA,,NA
female,50,4,continuous,1,Gorong a,Kitawasi,Remerera,yes_vacc,4,0,yes_card,4,4,NA,no,4
male,47,5,continuous,1,Gorong a,Kitawasi,Remerera,yes_vacc,4,1,yes_card,4,4,NA,no,4
female,28,4,continuous,1,Gorong a,Kitawasi,Remerera,yes_vacc,1,3,yes_card,4,1,NA,no,1
male,32,1,continuous,1,Gorong a,Kitawasi,Remerera,no_vacc,NA,1,,1,0,NA,,NA
female,36,1,continuous,1,Gorong a,Kitawasi,Remerera,no_vacc,NA,1,,1,0,NA,,NA
female,43,3,continuous,1,Gorong a,Kitawasi,Gibasisi,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,32,2,continuous,1,Gorong a,Kitawasi,Gibasisi,no_vacc,NA,2,,2,0,NA,,NA
male,46,2,continuous,1,Gorong a,Kitawasi,Gibasisi,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,39,4,continuous,1,Gorong a,Kitawasi,Gibasisi,yes_vacc,3,1,yes_card,3,3,NA,no,3
female,49,3,continuous,1,Gorong a,Kitawasi,Gibasisi,yes_vacc,2,1,yes_card,3,2,NA,no,2
female,28,1,continuous,1,Gorong a,Kitawasi,Gibasisi,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,40,2,continuous,1,Gorong a,Kitawasi,Gibasisi,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,65,1,continuous,1,Gorong a,Kitawasi,Gibasisi,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,42,1,continuous,1,Gorong a,Kitawasi,Gibasisi,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,38,2,continuous,1,Gorong a,Kitawasi,Gibasisi,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,29,2,continuous,1,Gorong a,Masanga,Nyamerama,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,50,1,continuous,1,Gorong a,Masanga,Nyamerama,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,40,1,continuous,1,Gorong a,Masanga,Nyamerama,no_vacc,NA,1,,1,0,NA,,NA
female,40,1,continuous,1,Gorong a,Masanga,Nyamerama,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,45,1,continuous,1,Gorong a,Masanga,Nyamerama,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,29,2,continuous,1,Gorong a,Masanga,Nyamerama,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,37,1,continuous,1,Gorong a,Masanga,Nyamerama,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,45,1,continuous,1,Gorong a,Masanga,Nyamerama,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,28,1,continuous,1,Gorong a,Masanga,Nyamerama,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,25,1,continuous,1,Gorong a,Masanga,Nyamerama,no_vacc,NA,1,,1,1,NA,,NA
male,35,1,continuous,1,Gorong a,Masanga,Kemosae,no_vacc,NA,1,,1,0,NA,,NA
female,41,1,continuous,1,Gorong a,Masanga,Kemosae,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,32,1,continuous,1,Gorong a,Masanga,Kemosae,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,45,1,continuous,1,Gorong a,Masanga,Kemosae,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,36,2,continuous,1,Gorong a,Masanga,Kemosae,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,61,2,continuous,1,Gorong a,Masanga,Kemosae,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,20,1,continuous,1,Gorong a,Masanga,Kemosae,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,32,1,continuous,1,Gorong a,Masanga,Kemosae,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,19,1,continuous,1,Gorong a,Masanga,Kemosae,no_vacc,NA,1,,1,0,NA,,NA
male,51,2,continuous,1,Gorong a,Masanga,Kemosae,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,56,2,pulse,0,Komuge,Kyamwame,Kyabuganga,no_vacc,NA,2,,NA,0,NA,,NA
male,18,1,pulse,0,Komuge,Kyamwame,Kyabuganga,no_vacc,NA,1,,1,0,NA,,NA
male,21,2,pulse,0,Komuge,Kyamwame,Kyabuganga,yes_vacc,2,0,yes_card,2,2,NA,no,2
female,59,2,pulse,0,Komuge,Kyamwame,Kyabuganga,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,31,1,pulse,0,Komuge,Kyamwame,Kyabuganga,no_vacc,NA,1,,1,0,NA,,NA
female,34,2,pulse,0,Komuge,Kyamwame,Kyabuganga,no_vacc,NA,2,,2,0,NA,,NA
female,28,2,pulse,0,Komuge,Kyamwame,Kyabuganga,yes_vacc,1,0,yes_card,2,1,NA,no,1
male,45,1,pulse,0,Komuge,Kyamwame,Kyabuganga,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,37,1,pulse,0,Komuge,Kyamwame,Kyabuganga,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,63,2,pulse,0,Komuge,Kyamwame,Mtakuja,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,32,2,pulse,0,Komuge,Kyamwame,Mtakuja,yes_vacc,1,1,yes_card,2,1,NA,no,1
male,37,2,pulse,0,Komuge,Kyamwame,Mtakuja,yes_vacc,2,0,yes_card,1,1,NA,no,2
female,67,1,pulse,0,Komuge,Kyamwame,Mtakuja,no_vacc,NA,0,,1,0,NA,,NA
female,57,2,pulse,0,Komuge,Kyamwame,Mtakuja,yes_vacc,2,0,yes_card,2,2,NA,no,2
male,38,1,pulse,0,Komuge,Kyamwame,Mtakuja,yes_vacc,1,0,no_card,1,1,NA,no,0
male,59,1,pulse,0,Komuge,Kyamwame,Mtakuja,yes_vacc,1,0,yes_card,0,0,NA,no,1
female,57,1,pulse,0,Komuge,Kyamwame,Mtakuja,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,62,1,pulse,0,Komuge,"Kyamwame,Kyamwame","Kati,Kati",yes_vacc,1,0,yes_card,0,0,NA,no,13
male,26,1,pulse,0,Komuge,"Kyamwame,Kyamwame","Kati,Kati",no_vacc,NA,1,,1,0,NA,,NA
female,52,1,pulse,0,Komuge,"Kyamwame,Kyamwame","Kati,Kati",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,31,1,pulse,0,Komuge,"Kyamwame,Kyamwame","Kati,Kati",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,46,1,pulse,0,Komuge,"Kyamwame,Kyamwame","Kati,Kati",no_vacc,NA,1,,1,0,NA,,NA
female,41,1,pulse,0,Komuge,"Kyamwame,Kyamwame","Kati,Kati",no_vacc,NA,0,,1,0,NA,,NA
female,NA,2,pulse,0,Komuge,"Kyamwame,Kyamwame","Kati,Kati",yes_vacc,2,0,yes_card,0,0,NA,no,2
female,35,1,pulse,0,Komuge,"Kyamwame,Kyamwame","Kati,Kati",yes_vacc,1,0,yes_card,1,1,NA,no,1
male,55,2,pulse,0,Komuge,"Kyamwame,Kyamwame","Kati,Kati",yes_vacc,1,1,yes_card,2,1,NA,no,1
male,30,4,pulse,0,Komuge,"Kyamwame,Kyamwame","Kati,Kati",no_vacc,NA,4,,3,0,NA,,NA
female,22,5,pulse,0,Komuge,"Komuge,Komuge","Songambele,Songambele",yes_vacc,1,4,no_card,5,0,NA,no,0
male,36,1,pulse,0,Komuge,"Komuge,Komuge","Songambele,Songambele",no_vacc,NA,1,,1,0,NA,,NA
male,55,1,pulse,0,Komuge,"Komuge,Komuge","Songambele,Songambele",no_vacc,NA,1,,1,0,NA,,NA
female,75,3,pulse,0,Komuge,"Komuge,Komuge","Songambele,Songambele",yes_vacc,2,1,yes_card,1,0,NA,no,2
male,67,1,pulse,0,Komuge,"Komuge,Komuge","Songambele,Songambele",yes_vacc,1,0,yes_card,0,0,NA,no,1
female,47,2,pulse,0,Komuge,"Komuge,Komuge","Songambele,Songambele",yes_vacc,2,0,yes_card,2,2,NA,no,2
male,NA,2,pulse,0,Komuge,"Komuge,Komuge","Songambele,Songambele",yes_vacc,1,1,yes_card,2,1,NA,no,1
male,53,3,pulse,0,Komuge,"Komuge,Komuge","Songambele,Songambele",yes_vacc,1,2,yes_card,3,1,NA,no,1
female,50,2,pulse,0,Komuge,"Komuge,Komuge","Songambele,Songambele",yes_vacc,1,1,yes_card,3,1,NA,no,1
male,53,1,pulse,0,Komuge,"Komuge,Komuge","Songambele,Songambele",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,53,3,pulse,0,Komuge,"Komuge,Komuge","irindibwa,irindibwa",yes_vacc,2,1,yes_card,3,1,NA,no,2
male,48,5,pulse,0,Komuge,"Komuge,Komuge","irindibwa,irindibwa",yes_vacc,1,4,yes_card,4,1,NA,no,1
male,72,2,pulse,0,Komuge,"Komuge,Komuge","irindibwa,irindibwa",yes_vacc,2,0,yes_card,1,1,NA,no,2
male,34,3,pulse,0,Komuge,"Komuge,Komuge","irindibwa,irindibwa",yes_vacc,1,2,yes_card,3,0,NA,no,1
female,65,2,pulse,0,Komuge,"Komuge,Komuge","irindibwa,irindibwa",yes_vacc,2,0,yes_card,2,2,NA,no,2
female,38,1,pulse,0,Komuge,"Komuge,Komuge","irindibwa,irindibwa",yes_vacc,1,0,yes_card,0,0,NA,no,1
female,61,3,pulse,0,Komuge,"Komuge,Komuge","irindibwa,irindibwa",yes_vacc,1,2,yes_card,2,0,NA,no,1
male,30,1,pulse,0,Komuge,"Komuge,Komuge","irindibwa,irindibwa",yes_vacc,1,0,yes_card,0,0,NA,no,1
female,63,3,pulse,0,Komuge,"Komuge,Komuge","irindibwa,irindibwa",yes_vacc,3,0,yes_card,3,3,NA,no,3
male,18,1,pulse,0,Komuge,"Komuge,Komuge","irindibwa,irindibwa",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,54,1,pulse,0,Komuge,"Komuge,Komuge,Komuge,Komuge,Komuge,Komuge,Komuge","Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri",no_vacc,NA,1,,1,1,NA,,NA
male,33,1,pulse,0,Komuge,"Komuge,Komuge,Komuge,Komuge,Komuge,Komuge,Komuge","Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,13,1,pulse,0,Komuge,"Komuge,Komuge,Komuge,Komuge,Komuge,Komuge,Komuge","Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri",yes_vacc,1,0,no_card,1,1,NA,no,0
female,34,1,pulse,0,Komuge,"Komuge,Komuge,Komuge,Komuge,Komuge,Komuge,Komuge","Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri",yes_vacc,1,0,yes_card,1,1,NA,no,1
female,18,7,pulse,0,Komuge,"Komuge,Komuge,Komuge,Komuge,Komuge,Komuge,Komuge","Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri",yes_vacc,1,6,no_card,6,0,NA,no,0
male,54,1,pulse,0,Komuge,"Komuge,Komuge,Komuge,Komuge,Komuge,Komuge,Komuge","Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri,Ngereri",no_vacc,NA,1,,1,0,NA,,NA
female,21,1,continuous,1,Gorong a,Masanga,Kemangari,no_vacc,NA,1,,1,0,NA,,NA
male,61,3,continuous,1,Gorong a,Masanga,Kemangari,yes_vacc,3,0,yes_card,3,3,NA,no,3
male,46,2,continuous,1,Gorong a,Masanga,Kemangari,yes_vacc,2,0,yes_card,1,1,NA,no,2
female,42,1,continuous,1,Gorong a,Masanga,Kemangari,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,42,2,continuous,1,Gorong a,Masanga,Kemangari,yes_vacc,1,1,yes_card,1,0,NA,no,1
female,45,3,continuous,1,Gorong a,Masanga,Kemangari,yes_vacc,2,1,yes_card,2,1,NA,no,2
female,50,3,continuous,1,Gorong a,Masanga,Kemangari,yes_vacc,1,2,yes_card,3,1,NA,no,1
male,35,2,continuous,1,Gorong a,Masanga,Kemangari,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,21,3,continuous,1,Gorong a,Masanga,Kemangari,yes_vacc,2,1,yes_card,3,2,NA,no,2
male,21,4,continuous,1,Gorong a,Masanga,Kemangari,yes_vacc,2,2,yes_card,4,2,NA,no,2
female,42,1,pulse,0,Nyamwaga,Kimusi,Nyarusiaga,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,48,1,pulse,0,Nyamwaga,Kimusi,Nyarusiaga,no_vacc,NA,1,,1,0,NA,,NA
female,31,1,pulse,0,Nyamwaga,Kimusi,Nyarusiaga,yes_vacc,1,0,yes_card,0,0,NA,no,1
male,24,2,pulse,0,Nyamwaga,Kimusi,Nyarusiaga,yes_vacc,2,0,no_card,2,0,NA,no,0
female,35,2,pulse,0,Nyamwaga,Kimusi,Nyarusiaga,yes_vacc,2,0,no_card,2,2,NA,no,0
male,75,2,pulse,0,Nyamwaga,Kimusi,Nyarusiaga,yes_vacc,2,0,yes_card,0,0,NA,no,2
male,64,1,pulse,0,Nyamwaga,Kimusi,Nyarusiaga,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,61,1,pulse,0,Nyamwaga,Kimusi,Nyarusiaga,no_vacc,NA,1,,1,0,NA,,NA
female,29,2,pulse,0,Nyamwaga,Kimusi,Nyarusiaga,yes_vacc,1,1,yes_card,1,0,NA,no,1
female,65,1,pulse,0,Nyamwaga,Kimusi,Nyarusiaga,no_vacc,NA,0,,1,0,NA,,NA
female,32,2,pulse,0,Nyamwaga,Kimusi,Gwikunili,yes_vacc,1,1,yes_card,2,1,NA,no,1
female,30,1,pulse,0,Nyamwaga,Kimusi,Gwikunili,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,32,1,pulse,0,Nyamwaga,Kimusi,Gwikunili,no_vacc,NA,0,,1,0,NA,,NA
male,75,1,pulse,0,Nyamwaga,Kimusi,Gwikunili,yes_vacc,1,0,yes_card,1,0,NA,no,1
female,23,1,pulse,0,Nyamwaga,Kimusi,Gwikunili,yes_vacc,1,0,yes_card,1,0,NA,no,1
male,72,2,pulse,0,Nyamwaga,Kimusi,Gwikunili,yes_vacc,2,0,yes_card,0,0,NA,no,2
male,29,1,pulse,0,Nyamwaga,Kimusi,Gwikunili,yes_vacc,1,0,yes_card,1,1,NA,no,1
male,24,1,pulse,0,Nyamwaga,Kimusi,Gwikunili,yes_vacc,1,0,no_card,0,0,NA,no,0
female,21,5,pulse,0,Nyamwaga,Kimusi,Gwikunili,yes_vacc,1,4,yes_card,5,1,NA,no,1
female,65,3,pulse,0,Nyamwaga,Kimusi,Gwikunili,yes_vacc,2,1,yes_card,1,0,NA,no,2
female,36,3,pulse,0,Nyamwaga,Kimusi,Senta,yes_vacc,1,2,yes_card,0,0,NA,no,1
female,37,1,pulse,0,Nyamwaga,Kimusi,Senta,yes_vacc,1,0,no_card,0,0,NA,no,0
female,22,1,pulse,0,Nyamwaga,Kimusi,Senta,yes_vacc,1,0,no_card,1,1,NA,no,0
female,35,1,pulse,0,Nyamwaga,Kimusi,Senta,yes_vacc,1,0,yes_card,0,0,NA,no,1
male,67,1,pulse,0,Nyamwaga,Kimusi,Senta,yes_vacc,1,0,yes_card,1,1,NA,no,1
female,21,1,pulse,0,Nyamwaga,Kimusi,Senta,yes_vacc,1,0,yes_card,0,0,NA,no,1
